#Frame            H-O        H-OG1        H2N-O      H2N-OG1
    8227       2.6460       2.3235       3.3307       2.7776
    8228       2.2253       2.8078       2.3696       2.4279
    8229       2.5153       2.6469       3.4059       2.7459
    8230       2.4586       2.5826       3.7229       2.9993
    8231       2.5268       2.4582       3.2470       2.6745
    8232       2.3322       2.6601       3.8304       3.4001
    8233       2.4764       2.4061       2.9698       2.7937
    8234       2.6041       2.4980       2.9288       2.6212
    8235       2.9860       2.8267       3.7900       3.0443
    8236       2.4694       2.8336       3.9209       3.3322
    8237       2.9349       2.8565       3.4009       2.7650
    8238       2.5659       2.5433       2.2560       2.3143
    8239       2.3291       2.7890       2.2667       2.6049
    8240       2.5732       2.9794       2.1298       2.5067
    8241       2.8573       2.5740       3.5860       3.3156
    8242       2.8805       2.5843       3.7659       3.4148
    8243       2.6037       2.7747       2.7082       2.4802
    8244       2.5779       2.8651       2.5360       2.6056
    8245       2.6394       2.8932       3.1768       3.0421
    8246       2.6535       2.9483       3.5629       3.2272
    8247       3.0041       2.3808       3.4517       2.9690
    8248       3.0025       2.5137       2.6361       2.7754
    8249       2.8134       2.5245       3.2130       2.8754
    8250       2.6739       2.8882       2.4253       2.5502
    8251       2.8034       2.8972       3.8150       3.2771
    8252       2.5752       2.9738       2.9539       2.6714
    8253       2.6869       2.6076       3.4630       3.2560
    8254       2.8283       2.8066       2.4524       2.5390
    8255       2.8189       2.9204       3.8135       3.1860
    8256       3.0150       2.7249       4.2021       3.5726
    8257       2.7928       2.7270       2.2254       2.7964
    8258       2.6096       3.0141       2.8198       2.4172
    8259       2.6473       2.8988       3.5155       2.9719
    8260       2.5962       2.7451       3.1380       3.1839
    8261       2.5245       2.9691       3.8576       3.2056
    8262       2.4978       3.1131       3.7053       2.9518
    8263       2.4450       2.8416       3.2433       3.1667
    8264       2.7039       2.7213       3.2299       2.9124
    8265       2.7466       3.1474       3.5407       3.1664
    8266       2.8073       2.5798       3.3977       2.9350
    8267       2.5509       3.0033       2.6237       2.8398
    8268       2.7848       2.2002       3.4001       3.1478
    8269       2.4813       2.7231       2.8887       2.4098
    8270       3.3093       2.8430       4.0243       3.2388
    8271       3.0145       2.8589       3.4258       2.6950
    8272       2.5857       2.9332       3.4301       3.2416
    8273       2.6092       2.5852       2.9175       2.7152
    8274       2.8218       3.0180       3.1055       2.8353
    8275       2.6459       2.9872       2.8121       2.5442
    8276       2.7735       2.6288       3.2439       3.0894
    8277       3.0291       2.8479       2.9489       3.0101
    8278       2.5636       2.9491       3.1963       2.9818
    8279       2.6892       2.9377       3.2602       3.0914
    8280       2.9173       2.6821       3.3988       3.0999
    8281       2.7455       2.9781       3.9502       3.2603
    8282       3.0917       2.7187       3.0715       2.7865
    8283       2.8535       2.6698       3.7922       3.6057
    8284       2.8508       2.6438       2.3127       2.2960
    8285       3.0142       2.6076       2.0164       2.5057
    8286       3.0303       2.4393       2.0442       2.6425
    8287       2.9474       2.3860       2.2789       2.6246
    8288       2.7088       2.5908       3.1607       3.2390
    8289       3.2008       2.6385       3.5417       2.9170
    8290       3.0459       2.5597       3.9169       3.4793
    8291       2.8443       2.4697       2.7608       2.8191
    8292       3.0714       2.7092       3.2137       2.8138
    8293       3.2700       2.9464       2.0511       2.5665
    8294       3.0216       2.6696       2.8229       2.6848
    8295       3.2284       2.8938       2.9535       2.9861
    8296       3.1508       2.6276       2.9295       2.7762
    8297       3.3248       2.6484       2.6947       2.8140
    8298       2.8997       2.3040       3.2470       3.3542
    8299       2.6316       2.5858       3.3312       3.1979
    8300       3.1824       2.3882       3.3896       2.9993
    8301       3.1497       2.5387       2.5077       2.5393
    8302       3.0710       2.7842       2.7130       2.3509
    8303       3.0869       2.3394       3.1407       3.2076
    8304       3.1836       2.6473       3.5785       2.9900
    8305       3.1389       2.6327       3.1976       3.2543
    8306       3.1581       2.8267       3.0910       2.9133
    8307       3.0507       2.4984       3.6228       3.2450
    8308       2.9786       2.9773       3.3024       2.9151
    8309       3.0118       2.9268       3.8737       3.1467
    8310       3.0975       2.6331       2.0983       2.5420
    8311       2.6271       2.7521       3.7722       3.2389
    8312       2.5669       2.7501       2.7542       2.8765
    8313       2.7541       2.9759       3.1009       2.4426
    8314       3.0007       2.7433       1.9490       2.6560
    8315       2.7229       2.7394       2.8639       2.8887
    8316       2.7310       2.8061       3.0575       2.9068
    8317       2.8453       2.6033       3.4713       3.3099
    8318       3.1402       2.8257       3.2025       3.0212
    8319       3.0270       2.5826       3.3576       2.9643
    8320       2.9551       2.5878       3.6783       3.3458
    8321       2.9771       2.5432       4.1563       3.1893
    8322       3.2264       3.0190       2.8068       2.7667
    8323       3.0710       3.1040       3.3818       2.7521
    8324       2.9822       2.8501       3.3180       3.2055
    8325       3.1855       2.7961       3.2165       3.0466
    8326       3.1739       2.9483       2.9632       2.6298
    8327       3.0474       3.1234       2.7006       2.4259
    8328       3.2065       2.6243       3.0842       3.0629
    8329       3.2854       2.4059       3.5998       3.5971
    8330       2.8525       2.6809       3.3128       2.7242
    8331       3.1126       2.5377       3.7685       3.3616
    8332       3.0274       2.6153       3.3463       3.1076
    8333       3.5975       2.6901       3.2613       3.1989
    8334       3.1459       2.6144       3.0860       2.9054
    8335       3.3108       2.6682       2.8525       2.2683
    8336       3.4197       2.6761       2.3415       2.4234
    8337       3.2843       2.5499       2.3225       2.3242
    8338       3.2945       2.4716       2.6952       2.4415
    8339       3.1022       2.3307       3.0390       2.7885
    8340       3.2651       2.5195       2.2010       2.5281
    8341       3.0779       2.0288       2.8461       2.4981
    8342       2.9863       2.5958       2.2578       2.4459
    8343       3.0206       2.7199       2.3619       2.4974
    8344       3.3088       2.4661       2.6086       2.4682
    8345       3.3973       2.5528       2.2671       2.6623
    8346       3.4673       2.7527       2.0204       2.5043
    8347       3.2630       2.4076       1.9170       2.7563
    8348       3.2530       2.3815       2.0791       2.6830
    8349       3.5946       2.7253       2.6167       2.6775
    8350       3.5069       2.5718       2.5278       2.3427
    8351       3.4142       2.5728       2.2745       2.7257
    8352       3.0189       2.0973       2.5563       2.8770
    8353       3.2401       2.4005       2.0601       2.7787
    8354       3.4157       2.4025       1.9058       2.5470
    8355       3.4678       2.3822       2.0141       2.6168
    8356       3.2474       2.4401       2.3260       2.4498
    8357       3.2381       2.4047       2.1496       2.2233
    8358       3.2773       2.9710       1.9646       2.3799
    8359       3.5001       3.1410       1.7475       2.6599
    8360       3.5414       3.0329       2.5476       2.5518
    8361       3.2952       2.5661       2.0562       2.4459
    8362       3.3829       2.6566       2.2216       2.5117
    8363       3.1109       2.5797       2.2593       2.4021
    8364       3.3305       2.4051       2.2904       2.5826
    8365       3.2274       2.3886       2.1915       2.7326
    8366       3.3215       2.2321       2.6101       2.5896
    8367       3.2393       2.3157       1.8982       2.5436
    8368       3.0741       2.2533       2.1702       2.7396
    8369       3.2045       2.2153       2.1351       2.4279
    8370       3.2049       2.2777       2.1514       2.5338
    8371       3.4672       2.3290       2.6137       2.5377
    8372       3.0588       2.4184       2.5198       2.5420
    8373       3.2379       2.4097       2.1804       2.4533
    8374       3.1730       2.4664       2.1354       2.6909
    8375       3.2873       2.6657       2.2824       2.6111
    8376       3.2783       2.4605       1.8728       2.4041
    8377       3.3293       2.4304       2.2923       2.5205
    8378       3.5835       2.7481       1.9587       2.4903
    8379       3.2215       2.4222       2.4959       2.3326
    8380       3.3701       2.4798       2.6873       2.4610
    8381       3.1379       2.4630       2.1238       2.5156
    8382       3.2787       2.4110       2.6526       2.6155
