#Frame            H-O        H-OG1        H2N-O      H2N-OG1
    5082       2.2709       2.6235       3.0544       2.5369
    5083       2.6598       2.4016       3.1645       3.1097
    5084       2.7626       2.6602       2.4813       2.8363
    5085       2.5243       2.7193       1.9452       2.6245
    5086       2.6330       2.6599       2.2010       2.5056
    5087       2.3634       2.7286       2.9300       2.5768
    5088       2.3891       2.7315       2.3511       2.4167
    5089       2.5022       2.6251       2.7049       2.7787
    5090       2.3814       2.8109       2.1816       2.7104
    5091       2.5196       2.4622       3.4088       2.9393
    5092       2.5983       2.6324       2.8460       2.5863
    5093       2.3600       2.5121       2.5547       2.6703
    5094       2.6802       2.6778       2.4572       2.5504
    5095       2.6371       2.4413       3.3931       2.9112
    5096       2.6237       2.9398       2.3674       2.5719
    5097       2.3481       2.8127       2.5792       2.5724
    5098       2.5706       2.7774       3.2682       2.4816
    5099       2.5813       2.9840       2.2275       2.5994
    5100       2.6582       2.7798       2.9935       2.5327
    5101       2.7813       2.6900       2.9673       2.5666
    5102       2.3573       2.9189       3.4698       2.5827
    5103       2.4464       2.8446       2.6566       2.4742
    5104       2.8100       2.7795       2.7260       2.3043
    5105       2.2787       2.5259       2.6376       2.8479
    5106       2.7707       2.5396       2.0600       2.6540
    5107       2.5249       2.9080       2.3446       2.4617
    5108       2.4587       2.7652       1.9200       2.5853
    5109       2.6453       2.7933       2.2792       2.4070
    5110       2.4549       2.6363       2.7308       2.4560
    5111       2.3840       2.7417       3.0757       2.5709
    5112       2.6983       2.7287       3.2584       2.4059
    5113       2.4159       2.7526       2.5259       2.3726
    5114       2.3106       2.9501       2.5878       2.5499
    5115       2.4809       3.0321       2.5965       2.4245
    5116       2.4033       2.6707       2.4200       2.6123
    5117       2.5242       2.4925       2.8003       2.7586
    5118       2.4979       2.7773       2.5520       2.4687
    5119       2.5960       2.4521       3.6061       2.5798
    5120       2.5483       2.7777       2.9049       2.5295
    5121       2.5010       2.6193       2.6400       2.8831
    5122       2.5343       2.9695       2.7456       2.5909
    5123       2.7182       2.3239       2.5375       2.4184
    5124       2.7511       2.5920       2.7403       2.6658
    5125       2.7116       2.7234       2.8711       2.6176
    5126       2.7202       2.6702       3.2522       2.2846
    5127       2.8151       2.4959       2.3965       2.5612
    5128       2.6329       2.4690       2.3010       2.3490
    5129       2.4333       2.3747       2.2294       2.6532
    5130       2.4791       2.7527       2.4347       2.5280
    5131       2.7033       2.5947       3.1689       2.4266
    5132       2.2472       3.0130       3.0435       2.5687
    5133       2.5968       2.6939       2.6168       2.7060
    5134       2.7808       2.6732       2.8961       2.6917
    5135       2.4330       2.7666       3.0232       2.4499
    5136       2.5391       2.9031       2.8378       2.5525
    5137       2.8422       2.5388       2.6407       2.2991
    5138       2.7872       2.8642       2.9047       2.5246
    5139       2.5215       2.8570       3.3964       2.8247
    5140       2.5068       2.5683       2.7939       2.6111
    5141       2.4647       2.7448       3.3515       2.5083
    5142       2.5267       3.1005       3.0878       2.5681
    5143       2.3630       2.9086       3.1010       2.5224
    5144       2.4157       2.9723       3.1102       2.7955
    5145       2.4327       2.5213       3.3935       2.7779
    5146       2.6975       2.7197       2.7519       2.5010
    5147       2.3490       2.9679       2.9027       2.8013
    5148       2.4504       2.8527       2.2424       2.4415
    5149       2.3670       2.8247       2.2589       2.4423
    5150       2.4555       2.8188       2.1375       2.8075
    5151       2.3874       2.8298       2.2540       2.2937
    5152       2.5387       2.7954       2.3801       2.4512
    5153       2.6854       2.8611       2.9688       2.5803
    5154       2.4440       2.6510       3.1686       2.4627
    5155       2.7345       2.7126       2.7606       2.3545
    5156       2.2015       2.8020       2.2501       2.5466
    5157       2.7054       2.8673       3.0486       2.5527
    5158       2.5981       2.3957       3.2546       2.9150
    5159       2.4041       2.8613       4.0907       2.8688
    5160       2.5164       2.8583       2.4478       2.3782
    5161       2.4590       2.8950       3.3049       2.8169
    5162       2.4514       2.8587       2.3310       2.5985
    5163       2.4262       2.6435       2.6610       2.8973
    5164       2.8893       2.5837       2.9608       2.6508
    5165       2.5548       3.0208       2.3814       2.2386
    5166       2.4586       2.3607       2.5724       2.6345
    5167       2.6156       2.4408       2.8294       2.7298
    5168       2.3482       2.8174       2.5123       2.6755
    5169       2.5734       2.2894       3.0244       2.7364
    5170       2.5230       2.7423       2.5471       2.7926
    5171       2.4798       2.5096       2.7588       2.6138
    5172       2.4706       2.5248       2.7226       2.5456
    5173       2.7956       2.3204       2.6390       2.5232
    5174       3.0941       2.6065       2.6943       2.4891
    5175       2.6815       2.5808       2.5148       2.4042
    5176       2.4820       2.6687       3.5464       3.1510
    5177       2.5716       2.6249       3.3637       2.4856
    5178       2.6448       2.6817       2.4130       2.6547
    5179       2.5670       2.3344       3.9449       3.4407
    5180       2.8350       2.7942       2.9732       2.8717
    5181       2.6954       2.9396       2.4941       2.7760
    5182       2.8693       3.0065       2.3547       2.7276
    5183       3.3879       2.7083       3.1905       3.0872
    5184       3.2877       2.6262       3.2748       2.7334
    5185       3.1498       2.3913       2.3879       2.3811
    5186       3.2280       2.6633       2.9555       2.8888
    5187       3.0508       2.4816       3.4477       2.9683
    5188       3.3402       2.5239       2.1431       2.3511
    5189       3.4189       2.5297       1.9340       2.4445
    5190       3.1758       2.3650       2.8495       2.7389
    5191       3.2750       2.3635       2.1757       2.2732
    5192       3.4950       2.6790       2.1912       2.3388
    5193       3.2432       2.4316       2.2211       2.7072
    5194       3.1782       2.4206       2.0777       2.4995
    5195       3.0146       2.5917       2.3968       2.3953
    5196       3.0326       2.3519       2.1266       2.4269
    5197       3.3725       2.3651       2.1586       2.7160
    5198       3.3668       2.2157       1.9743       2.6825
    5199       3.3091       2.4092       2.2465       2.2172
    5200       3.4272       2.5698       2.4867       2.5601
    5201       3.3240       2.4096       3.1630       3.0564
    5202       3.1667       2.6055       2.2119       2.3702
    5203       3.2180       2.5738       2.1803       2.4654
    5204       3.5005       2.6505       2.7873       2.4942
    5205       3.2428       2.4564       3.4644       2.5791
    5206       3.2249       2.1748       3.1082       2.4472
    5207       3.1613       2.4752       2.8870       2.5834
    5208       3.3646       2.4051       2.6276       2.6325
    5209       3.0286       2.5357       2.9391       2.5631
    5210       3.1272       2.4213       3.6386       2.7344
    5211       3.2568       2.2448       3.8782       2.7681
    5212       3.1596       2.3103       4.1753       2.6377
    5213       3.2034       2.2835       4.2907       2.4037
    5214       3.2966       2.3868       4.6260       2.6453
    5215       2.8787       2.4517       4.3546       2.7104
    5216       2.9510       2.4213       3.9741       2.4220
    5217       3.3952       2.4675       4.0656       2.8566
    5218       3.2843       2.3491       3.8402       2.5835
    5219       3.3101       2.2954       3.8259       2.3974
    5220       3.0830       2.4997       3.4556       2.6337
    5221       3.2728       2.4254       4.0932       2.4818
    5222       3.4143       2.3528       4.5539       2.7221
    5223       3.1946       2.4545       3.1675       2.7955
    5224       3.2712       2.2236       4.2362       3.1535
    5225       3.2670       2.4613       3.9631       2.7501
    5226       3.2941       2.3071       4.3493       2.9747
    5227       3.3664       2.2747       3.6953       2.7074
    5228       3.2970       2.6237       3.4051       2.4331
    5229       3.5022       2.3625       3.5088       2.5907
    5230       3.5564       2.4803       4.2942       2.7757
    5231       3.3602       2.5160       3.3717       2.1426
    5232       3.2460       2.4810       3.8112       2.8268
    5233       3.2451       2.4774       4.3499       2.9557
    5234       3.3149       2.7096       3.1737       2.5171
    5235       2.9246       2.6177       2.6134       2.4955
    5236       2.9912       2.3737       3.0511       2.2182
    5237       3.4334       2.7101       2.5723       2.3910
    5238       3.1045       2.4066       2.8078       2.4604
    5239       2.9854       2.2584       2.3082       2.6863
    5240       2.8560       2.4832       2.1977       2.4840
    5241       2.8490       2.4987       2.2695       2.4410
    5242       2.6951       2.5759       2.9183       2.4963
    5243       2.7606       2.5495       2.7743       2.6414
    5244       2.3345       2.9757       2.2017       2.5665
    5245       2.3991       2.9868       2.6005       2.7195
    5246       2.4901       2.7900       2.8524       2.4244
    5247       2.6972       2.7758       3.3198       2.7768
    5248       2.9146       2.4645       2.5175       2.6463
    5249       2.6875       2.5663       2.8027       2.5445
    5250       2.9240       2.4867       2.9938       2.5899
    5251       2.6906       2.5370       2.7116       2.9416
    5252       3.2030       2.5213       2.7095       2.6629
    5253       3.0917       2.7477       3.1384       2.5885
    5254       2.8969       2.2712       2.8645       2.4899
    5255       2.6569       2.8928       2.7773       2.6332
    5256       2.7746       2.1791       2.8891       2.3869
    5257       2.9062       2.3312       2.9465       2.6761
    5258       2.4428       2.8124       3.0207       2.8434
    5259       2.9033       2.5553       2.8289       2.2769
    5260       3.1429       2.7213       3.6869       2.6328
    5261       3.0172       2.4871       3.6618       2.8262
    5262       3.1410       2.5604       2.8518       2.6175
    5263       2.8842       2.5855       3.2578       2.2993
    5264       3.1905       2.4032       3.5496       2.5550
    5265       3.0167       2.3306       3.2800       2.5211
    5266       3.3403       2.4548       2.7798       2.5402
    5267       2.8742       2.6294       3.0647       2.1241
    5268       2.9056       2.6880       2.8787       2.7343
    5269       3.1483       2.6212       3.2642       2.3743
    5270       2.6708       2.6450       2.6612       2.7697
    5271       2.6348       2.5722       2.3490       2.5994
    5272       2.6604       2.6517       3.3169       2.5660
    5273       3.1927       2.4954       2.9688       2.6603
    5274       2.8532       2.7470       2.8320       2.5071
    5275       3.0369       2.9456       3.1084       2.6566
    5276       3.2380       2.4541       3.1040       2.7616
    5277       3.0927       2.7294       3.6012       2.8797
    5278       3.3611       2.4165       3.5151       2.6996
    5279       2.9459       2.6278       3.0965       2.7888
    5280       2.5605       2.4122       3.4423       2.6470
    5281       2.9187       2.5976       2.9377       2.4735
    5282       2.8658       2.8140       2.2114       2.4862
    5283       2.7701       2.5645       2.6712       2.5666
    5284       2.7479       2.7640       2.6408       2.4305
    5285       2.4830       2.8607       3.4476       2.8192
    5286       2.4483       2.6136       3.0808       2.5343
    5287       2.7792       2.8733       2.4379       2.6150
    5288       2.8877       2.6122       3.4770       2.7872
    5289       2.2142       2.8612       2.9129       2.7864
    5290       2.9988       2.2893       3.9220       3.0186
    5291       2.3663       2.7626       2.8153       2.5893
    5292       2.6758       2.8507       2.7745       2.5959
    5293       2.7228       2.4492       2.8094       2.8094
    5294       2.3975       2.7191       2.6286       2.8511
    5295       2.6515       2.5870       3.8977       3.1907
    5296       2.8257       2.5325       3.6165       2.7005
    5297       2.5923       2.8080       3.3124       2.8612
    5298       2.7035       2.5123       2.9197       2.6527
    5299       2.7846       2.6936       3.1197       3.0173
    5300       2.4870       2.5653       2.7680       2.4264
    5301       2.7153       2.4986       2.9045       2.6234
    5302       2.5781       2.6482       2.4929       2.5390
    5303       2.4470       2.7252       2.6646       2.6578
    5304       2.6464       2.4810       3.1755       2.8509
    5305       2.6210       2.6404       2.7711       2.2866
    5306       2.7418       2.5072       3.1614       2.8863
    5307       2.2759       2.8656       3.2244       2.8699
    5308       2.6873       2.1864       2.3712       2.6094
    5309       2.7156       2.5234       2.8651       2.7290
    5310       2.7221       2.5052       3.7909       2.9791
    5311       2.8704       2.6283       3.0611       2.6738
    5312       3.1141       2.4793       3.3643       2.8703
    5313       3.1617       2.6544       3.6413       2.8380
    5314       3.2716       2.4792       2.4962       2.2233
    5315       3.3402       2.6787       2.2226       2.4795
    5316       3.3534       2.5733       2.6926       2.5383
    5317       3.1267       2.1439       2.4826       2.5156
    5318       3.4106       2.4006       3.1782       2.4842
    5319       3.5342       2.7449       2.3909       2.4558
    5320       3.2386       2.2398       3.0220       2.7570
    5321       3.3562       2.3525       2.1958       2.5223
    5322       3.2050       2.3354       2.5890       2.4613
    5323       3.2878       2.3064       2.3896       2.8548
    5324       3.4615       2.4449       2.7150       2.7248
    5325       3.1808       2.2716       2.7223       2.7586
    5326       3.3343       2.5456       2.4285       2.6878
    5327       3.5787       2.4567       2.4098       2.7621
    5328       3.2969       2.4799       1.7863       2.6781
    5329       3.0012       2.4876       2.1961       2.5933
    5330       2.9227       2.2249       2.9213       2.6378
    5331       3.2725       2.4177       2.3574       2.4020
    5332       3.3656       2.3815       2.5309       2.5416
    5333       3.4275       2.8030       2.7367       2.5625
    5334       3.4496       2.4050       2.7345       2.8096
    5335       3.2412       2.2207       2.9581       2.9634
    5336       3.5581       2.3924       2.4746       2.6794
    5337       3.3426       2.3658       2.2837       2.4937
    5338       3.0055       2.3976       2.7338       2.5746
    5339       3.0965       2.4439       3.2005       2.7896
    5340       3.1912       2.6299       3.5327       2.7730
    5341       3.3502       2.2497       3.7865       3.0110
    5342       3.2070       2.5746       2.5802       2.4399
    5343       3.1933       2.3928       3.5588       2.8246
    5344       2.9139       2.7583       4.0621       2.7417
    5345       2.9288       2.5605       3.9509       2.3961
    5346       3.3696       2.6737       4.2933       2.9286
    5347       3.1146       2.5860       2.8112       2.5081
    5348       3.1771       2.7126       3.7332       2.7769
    5349       3.2843       2.5267       3.6424       3.0233
    5350       3.0262       2.5731       3.3107       2.5631
    5351       3.2606       2.5909       3.2143       2.5819
    5352       2.9807       2.3196       2.4765       2.6616
    5353       3.1124       2.3735       2.8448       2.3463
    5354       3.1823       2.4114       2.4301       2.6133
    5355       3.3790       2.4342       2.3461       2.7892
    5356       3.1405       2.3578       2.9708       2.6430
    5357       3.2990       2.0425       2.0381       2.4945
    5358       3.3268       2.6131       2.5161       2.6719
    5359       3.4219       2.9380       3.3239       2.6663
    5360       3.4316       2.5745       4.2421       2.7752
    5361       3.3767       2.5992       3.4902       2.4791
    5362       3.3262       2.6862       2.9026       2.4910
    5363       3.2788       2.5483       3.2023       2.7672
    5364       3.0974       2.3923       3.8323       2.7381
    5365       3.1015       2.4962       2.0118       2.8416
    5366       3.0470       2.7297       2.1887       2.6298
    5367       3.2651       2.7175       2.6220       2.2982
    5368       3.1912       2.5363       4.5495       3.2807
    5369       2.9680       2.1538       3.3263       2.7457
    5370       3.1037       2.3351       2.4054       2.3840
    5371       3.5129       2.5497       3.6621       3.0160
    5372       3.0318       2.3546       3.4028       2.6833
    5373       3.4046       2.4393       3.0125       2.4690
    5374       3.4868       2.4425       2.6625       2.4479
    5375       2.9271       2.6482       2.8851       2.7590
    5376       3.0656       2.5473       3.2405       2.7627
    5377       3.6860       2.7337       3.1555       2.8130
    5378       3.1387       2.4741       3.0433       2.4007
    5379       3.3733       2.4490       3.6450       2.6395
    5380       3.1044       2.2230       3.2479       2.4853
    5381       2.9639       2.3558       2.7575       2.5392
    5382       3.0046       2.3827       2.6660       2.4758
    5383       3.1806       2.3392       2.9225       2.6570
    5384       3.1033       2.5463       2.5056       2.5085
    5385       2.9519       2.3459       3.0310       2.6528
    5386       3.2065       2.7048       2.7019       2.7507
    5387       3.2639       2.4377       3.9355       2.7640
    5388       3.1722       2.4843       3.0396       2.3946
    5389       3.3265       2.5572       2.7118       2.4731
    5390       3.0271       2.3543       3.3255       2.6484
    5391       3.2765       2.4248       3.7705       2.9471
    5392       3.2274       2.5424       3.6485       2.8779
    5393       3.3132       2.2638       4.3524       3.1330
    5394       3.1754       2.4006       2.4556       2.3934
    5395       2.9967       2.3118       2.3791       2.5022
    5396       3.2519       2.4579       2.8948       2.3832
    5397       3.4135       2.4278       3.4612       2.7766
    5398       3.2661       2.5219       3.9153       2.6321
    5399       3.2896       2.4033       3.5691       2.8424
    5400       3.4347       2.5389       3.5311       2.6092
    5401       3.1538       2.2750       3.5324       2.3836
    5402       3.2436       2.2840       3.5066       2.4274
    5403       3.2683       2.3926       3.4404       2.4211
    5404       3.1719       2.3689       3.0153       2.3318
    5405       2.9927       2.4987       3.3178       2.5197
    5406       3.2621       2.3573       3.1787       2.4708
    5407       3.5015       2.3706       3.4075       2.7434
    5408       3.1979       2.3327       3.5429       2.6929
    5409       3.2722       2.7206       2.8335       2.4441
    5410       3.2813       2.5988       3.1758       2.9305
    5411       2.9330       2.3548       3.1990       2.7510
    5412       2.7791       2.5637       2.6833       2.3554
    5413       3.3599       2.6223       2.5902       2.2966
    5414       3.1874       2.6349       3.5367       2.4147
    5415       3.2922       2.4505       3.4065       2.6612
    5416       3.2523       2.3858       3.7443       2.8046
    5417       3.2172       2.6426       2.8558       2.6025
    5418       3.0145       2.3961       3.2575       3.0088
    5419       3.1950       2.6193       3.3899       2.6793
    5420       3.1170       2.3832       3.5655       2.3466
    5421       2.9472       2.3079       4.0120       3.1917
    5422       3.0896       2.4036       2.8575       2.5541
    5423       2.9883       2.7021       2.2963       2.6166
    5424       3.1226       2.5848       2.7721       2.6998
    5425       3.2146       2.5017       3.8098       2.5177
    5426       2.8133       2.4344       3.5150       2.6855
    5427       3.3060       2.3534       4.0973       2.7379
    5428       2.9908       2.5668       4.4302       3.0340
    5429       3.4095       2.4657       2.5885       2.4108
    5430       3.0750       2.6412       3.3407       2.4832
    5431       2.8972       2.3609       2.4702       2.4257
    5432       3.2916       2.4475       2.8378       2.4740
    5433       3.0368       2.7257       2.9166       2.4820
    5434       3.2019       2.6177       2.5349       2.4668
    5435       3.3318       2.5626       3.8293       2.7873
    5436       3.1319       2.3495       3.0676       2.4627
    5437       3.2185       2.5932       2.3499       2.3994
    5438       2.9565       2.2991       3.4430       2.8622
    5439       3.0095       2.5681       3.4094       2.4423
    5440       3.0831       2.4800       3.4441       2.8387
    5441       3.0675       2.6258       2.5950       2.5450
    5442       2.8629       2.5013       2.6920       2.5109
    5443       3.1219       2.1930       3.6517       2.4834
    5444       3.0453       2.3767       3.2103       2.9273
    5445       3.2969       2.5239       3.7083       2.9142
    5446       3.2742       2.3830       2.4711       2.6481
    5447       3.3393       2.5807       3.1323       2.7324
    5448       3.1912       2.3684       2.0059       2.4431
    5449       3.2819       2.5017       2.4374       2.5403
    5450       3.3933       2.3692       2.5780       2.7486
    5451       3.3906       2.7032       2.3164       2.4795
    5452       3.3879       2.5361       2.9977       2.8204
    5453       3.5018       2.5015       2.4401       2.7626
    5454       3.1123       2.4926       2.4450       2.4540
    5455       3.4343       2.3984       2.9223       2.7321
    5456       3.4289       2.8161       2.6877       2.5712
    5457       3.4196       2.4652       2.2425       2.5801
    5458       3.3202       2.4494       2.4656       2.8211
    5459       3.3488       2.5381       2.3688       2.7980
    5460       3.4432       2.8229       2.3487       2.6412
    5461       3.2310       2.5385       2.5926       2.4646
    5462       3.1245       2.3828       2.4085       2.5819
    5463       3.4593       2.4419       2.1847       2.7667
    5464       3.3797       2.8225       2.0441       2.5728
    5465       3.4529       2.4931       2.1244       2.5140
    5466       3.5722       2.5081       1.6946       2.7817
    5467       3.3064       2.3939       2.0461       2.5181
    5468       3.4983       2.5421       2.4961       2.8046
    5469       3.3698       2.6719       2.8472       2.8790
    5470       3.1215       2.3394       2.3036       2.3880
    5471       3.1165       2.3933       3.4767       2.8860
    5472       3.3935       2.6593       2.8855       2.6535
    5473       3.1229       2.4464       3.7031       2.5142
    5474       3.3412       2.4000       4.0216       2.4178
    5475       3.1619       2.4114       3.1579       2.9569
    5476       3.1252       2.3218       2.7964       2.5773
    5477       3.1957       2.2816       3.8187       2.7366
    5478       3.4188       2.2834       4.3968       3.1696
    5479       3.2989       2.1894       3.8536       2.7823
    5480       3.3002       2.4863       3.5287       2.8946
    5481       3.4819       2.6459       3.7769       3.1048
    5482       3.2171       2.5342       3.7281       2.8109
    5483       2.9190       2.4773       2.7568       2.3195
    5484       3.1107       2.2602       4.2490       3.2048
    5485       3.0473       2.4307       3.9041       2.9498
    5486       3.0219       2.5643       4.4157       2.9178
    5487       2.6730       2.6432       2.7940       2.4432
    5488       2.7525       2.7436       3.6076       2.5041
    5489       2.6704       2.8367       2.9067       2.5133
    5490       2.6657       2.6340       3.2707       2.3648
    5491       2.7227       2.3141       3.8763       3.1186
    5492       2.9059       2.4571       3.2435       2.3137
    5493       2.7765       2.3311       3.5810       3.1971
    5494       2.7844       2.4612       3.7235       3.0498
    5495       2.8889       2.3865       3.4987       2.4997
    5496       2.8071       2.3858       3.5686       2.9379
    5497       2.6751       2.5577       3.3123       2.7925
    5498       2.4141       2.4685       2.2171       2.7648
    5499       2.4125       2.5990       2.5061       2.7446
    5500       2.4670       2.6467       3.4035       2.8961
    5501       2.8041       2.8404       3.1542       2.6903
    5502       2.5886       2.6260       2.8899       2.2485
    5503       2.4251       2.7815       2.4735       2.8114
    5504       2.4370       2.4891       3.2338       3.0099
    5505       2.5020       2.8293       2.1216       2.5975
    5506       2.3910       2.5262       3.3856       2.9079
    5507       2.4919       2.4853       2.8473       2.7734
    5508       2.5362       2.4195       2.4128       2.6124
    5509       2.5794       2.6194       2.6339       2.5545
    5510       2.7162       2.7038       2.2322       2.5837
    5511       2.7727       2.9525       2.2858       2.2962
    5512       3.0487       2.6199       3.4969       2.7995
    5513       3.2065       2.3938       2.5287       2.6622
    5514       3.1330       2.4178       3.2912       2.9038
    5515       3.2135       2.5402       3.2975       2.8402
    5516       2.6037       2.8147       2.5794       2.4863
    5517       3.1078       2.4399       2.7214       2.4476
    5518       3.4955       2.4052       2.8185       2.6042
    5519       3.2310       2.6565       3.0537       2.6788
    5520       2.9429       2.4126       2.5518       2.3252
    5521       3.3730       2.5413       3.1043       2.8602
    5522       3.3367       2.3898       2.6139       2.7458
    5523       3.2271       2.4061       2.0572       2.5509
    5524       3.2125       2.6067       2.0954       2.9627
    5525       3.2854       2.4750       2.0242       2.3642
    5526       3.2483       2.4864       2.1780       2.4558
    5527       3.2860       2.5745       2.6872       2.7642
    5528       2.8565       2.4362       2.1445       2.3909
    5529       2.9055       2.6926       2.1907       2.4936
    5530       3.0306       2.6833       2.0329       2.5060
    5531       3.3486       2.4895       2.6331       2.9364
    5532       3.3537       2.6013       2.0493       2.4247
    5533       3.2349       2.5735       2.8476       2.4885
    5534       3.0033       2.7073       2.8998       2.6050
    5535       3.0272       2.5394       2.2403       2.6432
    5536       3.3816       2.5860       2.1162       2.3270
    5537       3.1194       2.4237       2.3496       2.5594
    5538       3.5304       2.6478       2.6439       2.5872
    5539       3.0387       2.4328       2.2400       2.6069
    5540       3.2556       2.4647       2.1258       2.5466
    5541       3.2095       2.4506       2.4527       2.6552
    5542       3.3286       2.4925       2.6117       2.6332
    5543       3.3016       2.3084       3.4789       2.7789
    5544       3.2288       2.3950       2.7246       2.5875
    5545       3.4264       2.3010       2.7217       2.8049
    5546       3.3329       2.6392       3.6095       3.0184
    5547       3.1666       2.3798       2.3848       2.6150
    5548       3.1859       2.5913       3.0030       2.9790
    5549       3.4798       2.6222       2.5829       2.6109
    5550       3.7267       2.8168       2.9391       2.9052
    5551       3.1649       2.3523       2.0529       2.7302
    5552       3.3275       2.2769       3.0827       2.9056
    5553       2.9797       2.5196       3.1297       2.8981
    5554       3.1775       2.3466       2.8087       2.8553
    5555       3.5371       2.7937       3.3453       2.6289
    5556       3.2365       2.4039       2.9715       2.6464
    5557       3.1485       2.4534       2.8898       2.5570
    5558       3.3586       2.7718       2.6236       2.8894
    5559       3.5328       2.4943       2.9923       2.7032
    5560       3.4367       2.6688       2.6079       2.5387
    5561       3.3899       2.4752       2.8185       2.8434
    5562       3.3712       2.5807       2.1662       2.5317
    5563       3.3057       2.7780       2.1665       2.6605
    5564       3.1735       2.7227       2.4635       2.4314
    5565       3.2587       2.5783       2.8820       2.8148
    5566       3.3719       3.0297       2.3597       2.2136
    5567       3.4332       2.7180       2.7116       2.4965
    5568       3.2203       2.7707       2.8850       2.7751
    5569       3.0296       2.5124       2.2637       2.4199
    5570       3.2976       2.4455       2.1527       2.5758
    5571       3.5223       2.4109       2.2474       2.5427
    5572       3.1447       2.2155       1.8421       2.5447
    5573       3.4059       2.5164       2.1124       2.5428
    5574       3.0739       2.7570       2.8387       2.5341
    5575       3.5132       2.7689       2.8583       2.6528
    5576       2.7190       2.7316       3.1312       2.7957
    5577       3.3161       2.5044       2.6647       2.5856
    5578       3.2134       2.8757       3.2957       2.5288
    5579       3.3517       2.5634       1.9224       2.3932
    5580       2.6389       2.4457       2.9145       2.7688
    5581       3.3200       2.7173       2.4296       2.4549
    5582       3.5142       2.7620       2.9523       2.7042
    5583       3.3968       3.0125       2.2610       2.5477
    5584       3.3450       2.7323       2.8232       2.7273
    5585       3.6119       2.6688       3.2172       2.7646
    5586       3.6178       2.7884       2.6748       2.4338
    5587       3.5111       2.8450       3.4461       3.0015
    5588       3.1886       2.8585       3.4091       2.6406
    5589       3.2622       2.5661       3.6021       3.1016
    5590       3.1333       2.7248       3.1629       2.6506
    5591       3.4747       2.7872       2.9339       2.6929
    5592       3.4111       2.7456       2.4231       2.5998
    5593       3.0848       2.5399       1.8801       2.4028
    5594       3.4283       2.6154       2.2964       2.5134
    5595       3.1465       2.4277       2.1423       2.5090
    5596       3.1462       2.7601       2.5785       2.4576
    5597       3.3054       2.5123       3.3679       2.9356
    5598       3.3273       2.3381       2.6747       2.5836
    5599       3.4688       2.5319       2.2231       2.3187
    5600       3.2403       2.6764       2.3202       2.5926
    5601       3.3946       2.4924       2.1984       2.6143
    5602       3.5510       2.7452       2.2994       2.6185
    5603       3.4987       2.4600       2.7466       2.4345
    5604       3.4017       2.3924       1.8994       2.7583
    5605       3.7746       2.7765       1.9312       2.5754
    5606       3.3555       2.5660       1.7973       2.7535
    5607       3.3297       2.3952       2.3675       2.9344
    5608       3.4519       2.4593       2.0239       2.5889
    5609       3.5366       2.7689       2.3987       2.7010
    5610       3.6421       2.6340       2.0446       2.6314
    5611       3.4050       2.6587       2.0928       2.5558
    5612       3.2388       2.3879       2.4513       2.7166
    5613       3.2848       2.3836       1.8642       2.6871
    5614       3.1907       2.5688       2.1339       2.4785
    5615       3.2846       2.3983       2.4445       2.6201
    5616       3.4784       2.6176       3.5345       3.0914
    5617       3.1660       2.5056       1.8348       2.4872
    5618       3.3676       2.8462       2.4806       2.5499
    5619       3.2636       2.4366       2.3956       2.6957
    5620       3.1876       2.2200       1.9521       2.5592
    5621       3.2867       2.3230       2.2014       2.6360
    5622       3.4136       2.6642       2.1943       2.5377
    5623       3.3854       2.5583       2.2291       2.4135
    5624       2.9920       2.1999       3.0051       3.2309
    5625       3.0240       2.5633       2.4372       2.5119
    5626       3.4024       2.7621       2.1382       2.3548
    5627       3.1885       2.3020       1.9524       2.6890
    5628       3.4854       2.5703       1.8465       2.5042
    5629       3.4081       2.2830       2.3175       2.4266
    5630       3.3490       2.6246       2.1539       2.4982
    5631       3.4973       2.6384       2.2318       2.7611
    5632       3.3270       2.2603       2.3202       2.5200
    5633       3.2410       2.1553       2.1970       2.4116
    5634       3.2708       2.4693       1.8576       2.4208
    5635       3.3651       2.4409       2.1282       2.5887
    5636       3.2769       2.3977       2.5305       2.7351
    5637       3.3516       2.4666       2.0613       2.4457
    5638       3.0878       2.5831       2.4413       2.4257
    5639       3.3958       2.3246       2.8942       2.1136
    5640       3.2084       2.5295       2.2895       2.3606
    5641       3.1810       2.3258       2.3086       2.4607
    5642       3.3320       2.7280       2.4932       2.6557
    5643       3.3235       2.3511       2.7066       2.4726
    5644       3.3015       2.4831       2.8171       2.7675
    5645       3.0246       2.6540       2.9666       2.4169
    5646       3.0995       2.4280       2.0035       2.6371
    5647       3.4268       2.6780       2.1435       2.6508
    5648       3.1073       2.2086       2.0773       2.5404
    5649       3.3892       2.4005       2.1086       2.7413
    5650       3.1850       2.6978       2.1657       2.5516
    5651       3.5144       2.7300       2.5746       2.5234
    5652       3.2468       2.4830       2.8208       2.5990
    5653       3.3748       2.4191       2.1715       2.6038
    5654       3.3673       2.4211       2.7926       2.7406
    5655       3.4120       2.5274       1.9588       2.6651
    5656       3.3919       2.3915       2.1374       2.6795
    5657       3.4224       2.7108       1.8225       2.5270
    5658       3.2600       2.5515       1.9145       2.5655
    5659       3.1609       2.3722       2.5932       2.3941
    5660       3.4790       2.5448       2.3142       2.6878
    5661       3.4229       2.6002       2.4382       2.3797
    5662       3.2542       2.5319       2.2159       2.5582
    5663       3.3229       2.5500       1.9744       2.4597
